,id,addr,timestamp,Area_of_interest,Communities_of_interest,Destinations,Corridor_preference,Pittsburgh_areas,Allegheny_County_areas,PAAC_Routes_Used,Routing_Type_Preference,Current_Transit_Usage,Other_Transport_Used,Why_Other_Transport_Used,Age,Employment_status,Where_From,Gender,Race,Comments,from_NameGIS,from_LABEL,from_COG,from_FIPS,from_MUNICODE,from_OBJECTID
290,edad5ed4-5ddc-417b-beec-2c4e6c7fc551,172.56.42.85,2019-07-09T20:02:50,McKeesport and the Mon Valley,East Pittsburgh Borough| Forest Hills Borough| Swissvale Borough,DUQUESNE BOYS & GIRLS CLUB| HOMESTEAD UPMC COMMUNITY LIFE CENTER,Mon Valley via East Busway (P7 Corridor) ,East End neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),,59 - Mon Valley| 61C - McKeesport - Homestead| P7 - McKeesport Flyer,,Several times a week,Uber/Lyft,Too expensive| The stops/stations are hard to get to because of bad or no sidewalks,25-34 years old,Part-time employment,Duquesne,Man,Black or African American,like to see the faed ,DUQUESNE,Duquesne,Steel Rivers,20432,300,5373
291,8f16ca0d-c8c6-4380-bfbc-5fd94cdce940,172.56.42.38,2019-07-04T02:26:03,McKeesport and the Mon Valley,Braddock Hills Borough| Duquesne| East Pittsburgh Borough| Homestead Borough| McKeesport| North Braddock Borough| North Versailles Township| Rankin Borough| Swissvale Borough| West Homestead Borough| Whitaker Borough,Hawkins Village | Homestead Apartments B | Kane Regional Center McKeesport| Orchard Park | Prospect Terrace ,Mon Valley via East Busway (P7 Corridor) ,Downtown (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West,59 - Mon Valley| 61C - McKeesport - Homestead,,"Rarely, maybe a couple times a year",Uber/Lyft,Too expensive,35-44 years old,Full-time employment,Duquesne,Woman,Black or African American,"definitely infrastructure of roads, better lighting at bus stops, lights on buses",DUQUESNE,Duquesne,Steel Rivers,20432,300,5373
292,f330d46b-1003-467a-8d1d-f67eaac662de,172.56.42.38,2019-07-04T00:06:04,McKeesport and the Mon Valley,Duquesne| Homestead Borough| McKeesport| North Versailles Township,Health First Medical Assoc UPMC| Partners in Nephrology and Endocrinology,Mon Valley via Homestead (61C Corridor),Downtown (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| North Side and North Shore (Pittsburgh)| North Side neighborhoods (Pittsburgh)| The Strip (Pittsburgh)| West End neighborhoods (Pittsburgh),East Hills| North Hills / Parkway North,59 - Mon Valley| 61C - McKeesport - Homestead,,Several times a week,ACCESS| Jitney| Private car| Uber/Lyft,Transit doesnt come often enough| No transit service at the times I need it| Too expensive| I usually need to carry too many things| Transit isnt reliable to get me where Im going on time,45-54 years old,Unemployed,Duquesne,Man,Black or African American,,DUQUESNE,Duquesne,Steel Rivers,20432,300,5373
293,946a727f-376a-433b-9e1c-6fb3954778b3,172.58.201.67,2019-06-30T14:54:52,McKeesport and the Mon Valley,Chalfant Borough| East Pittsburgh Borough| Forest Hills Borough| North Versailles Township| Swissvale Borough| Turtle Creek Borough| West Homestead Borough,Community Primary Care| Green Valley United Methodist Church| Point Pleasant Retirement Community,Mon Valley via Forest Hills,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh),Upper Mon Valley,61C - McKeesport - Homestead| 69 - Trafford| P1 - East Busway - All Stops,"7-Slower buses with windy routes, but with less need to transfer and closer bus stop spacing.",Several times a week,"ACCESS| Jitney| Shuttles (university, parking, etc.)",Public transit is not available where I am travelling to/from| The stops/stations are hard to get to because of bad or no sidewalks,65-74 years old,Retired,North Versailles Township,Woman,Black or African American,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
294,8497c062-b4c0-49f6-b6ab-2f671f487805,174.242.0.246,2019-09-21T14:28:03,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| McKeesport| Monroeville| North Versailles Township| Pitcairn Borough| Turtle Creek Borough| Wall Borough| Wilkins Township| Wilmerding Borough,7 Eleven #36121A| Giant Eagle| Shop n Save - Wilkins Twp| Wal-Mart Super Center #2588,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Side and Station Square (Pittsburgh)| The Strip (Pittsburgh),East Hills,,,"Rarely, maybe a couple times a year",Private car,Public transit is not available where I am travelling to/from| Too expensive,35-44 years old,Part-time employment (more than one employer),North Versailles Township,Woman,White,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
295,ef6f3765-e781-4b39-a48f-3500e3691822,173.136.23.129,2019-08-31T19:25:55,McKeesport and the Mon Valley,Braddock Borough| Braddock Hills Borough| Chalfant Borough| Duquesne| East McKeesport Borough| East Pittsburgh Borough| Forest Hills Borough| Homestead Borough| McKeesport| Munhall Borough| North Braddock Borough| North Versailles Township| Rankin Borough| Swissvale Borough| Turtle Creek Borough| Wall Borough| West Homestead Borough| Whitaker Borough| Wilmerding Borough,Auberle Goal I & II Apts| Avenue to Wellness LLC| Community Family Practice UPMC| Community Primary Care| Giant Eagle,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| Hill (Pittsburgh)| Lawrenceville (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| North Side and North Shore (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Hills neighborhoods (Pittsburgh)| South Side and Station Square (Pittsburgh)| The Strip (Pittsburgh)| West End neighborhoods (Pittsburgh),Airport Corridor / Parkway West| Allegheny Valley| East Hills| Upper Mon Valley,,5,"Rarely, maybe a couple times a year",Private car,Transit doesnt come often enough,65-74 years old,Retired,North Versailles Township,Woman,Black or African American,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
296,d8ec2709-6124-4213-8831-08f1960ad16b,184.195.203.235,2019-08-31T21:10:22,McKeesport and the Mon Valley,Braddock Borough| Duquesne| McKeesport| North Versailles Township| Wilmerding Borough,"90 Port Perry Road, North Versailles, Pennsylvania 15137, United States| Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States| ALDI, 100 Aldi Dr, North Versailles, Pennsylvania 15137, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West| East Hills| Ohio Valley,59 - Mon Valley| 67 - Monroeville| 69 - Trafford,,"Rarely, maybe a couple times a year",Private car,Other,65-74 years old,Retired,North Versailles Township,Woman,Black or African American,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
297,2901a8f6-8981-40e1-a108-64ec49f33e2a,184.195.217.112,2019-08-31T21:47:48,McKeesport and the Mon Valley,East Pittsburgh Borough,"CCAC Boyce Campus, 595 Beatty Rd, Monroeville, Pennsylvania 15146, United States| Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States| Monroeville Mall, 200 Monroeville Mall, Monroeville, Pennsylvania 15146, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| The Strip (Pittsburgh),,67 - Monroeville,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.","Rarely, maybe a couple times a year",Private car| Uber/Lyft,Public transit is not available where I am travelling to/from| No transit service at the times I need it,18-24 years old,Full-time employment,North Versailles Township,Woman,Black or African American,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
298,4dda8a9e-15d4-4219-af1b-93129f5c77c7,208.89.33.128,2019-07-09T18:34:41,McKeesport and the Mon Valley,Braddock Borough| Braddock Hills Borough| Duquesne| East Pittsburgh Borough| Homestead Borough| North Versailles Township,Giant Eagle #0015| Logan El Sch| Wal-Mart Super Center #2588| Washington Rd. Parklet,Mon Valley via Forest Hills,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| North Side and North Shore (Pittsburgh)| North Side neighborhoods (Pittsburgh),East Hills,55 - Glassport| 59 - Mon Valley| P76 - Lincoln Highway Flyer,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Daily commute,Uber/Lyft,Transit doesnt come often enough| No transit service at the times I need it| Too slow,18-24 years old,Full-time employment,North Versailles Township,Man,Black or African American,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
299,066f370d-6797-4121-879c-2a9c41dc2b9b,174.242.0.246,2019-09-21T14:50:42,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Chalfant Borough| Churchill Borough| East Pittsburgh Borough| Edgewood Borough| McKeesport| Monroeville| North Versailles Township| Pitcairn Borough| Swissvale Borough| Turtle Creek Borough| Wall Borough| Wilkins Township| Wilkinsburg Borough| Wilmerding Borough,Aldi| Crossroads Service Center| Family Dollar| Giant Eagle| Good Samaritan Thrift Store,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| Lawrenceville (Pittsburgh)| Oakland (Pittsburgh)| The Strip (Pittsburgh),East Hills,61A - Swissvale| P1 - East Busway - All Stops,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",No more than once a week,Private car| Walking,Public transit is not available where I am travelling to/from| No transit service at the times I need it| Too expensive| The stops/stations are hard to get to because of bad or no sidewalks| I usually need to carry too many things,35-44 years old,Prefer Not to Answer,North Versailles Township,Woman,Black or African American,fare is too high!,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
300,807e66b9-31cb-485e-8cfc-e740dd3791fb,208.89.33.128,2019-07-09T19:39:51,McKeesport and the Mon Valley,McKeesport| Munhall Borough| North Versailles Township,"Waterfront Stacks, Homestead, Pennsylvania 15120, United States| Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States| Giant Eagle, 1705 S Braddock Ave, Pittsburgh, Pennsylvania 15218, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| South Side and Station Square (Pittsburgh),Airport Corridor / Parkway West| South Hills,55 - Glassport| 59 - Mon Valley,2,Never,Private car,Public transit is not available where I am travelling to/from| No transit service at the times I need it,55-64 years old,Full-time employment,North Versailles Township,Woman,White,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
301,c031698b-e36c-4ecd-9841-2dd0d5043568,174.229.7.65,2019-08-10T17:18:42,McKeesport and the Mon Valley,North Versailles Township,Community Family Practice UPMC| Family Dollar| Partners in Nephrology and Endocrinology| UPMC McKeesport| Wal-Mart Super Center #2588,Monroeville via Braddock & Turtle Creek,,,59 - Mon Valley| 61B - Braddock - Swissvale| P67 - Monroeville Flyer,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Multiple trips per day,Heritage Community Transportation| Private car| Walking,Public transit is not available where I am travelling to/from| No transit service at the times I need it,55-64 years old,Full-time employment,North Versailles Township,Woman,Black or African American,More public transit in North Versailles. ,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
302,46d9a679-faed-4266-a9df-0e52a8566dc5,96.239.161.245,2019-06-24T18:23:45,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| Chalfant Borough| Churchill Borough| Duquesne| East McKeesport Borough| East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| Homestead Borough| McKeesport| Monroeville| Munhall Borough| North Braddock Borough| North Versailles Township| Pitcairn Borough| Rankin Borough| Swissvale Borough| Turtle Creek Borough| Wall Borough| West Homestead Borough| Wilkins Township| Wilkinsburg Borough| Wilmerding Borough,Dollar Tree #06413| Forbes Hospital| Save A Lot| User Created,Monroeville via Braddock & Turtle Creek,Downtown (Pittsburgh),,67 - Monroeville| P69 - Trafford Flyer| P76 - Lincoln Highway Flyer,4-A Balance.,"Rarely, maybe a couple times a year",ACCESS,I usually need to carry too many things,45-54 years old,Unemployed,North Versailles Township,Woman,White,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
303,83bc7061-a791-463d-998d-5d3d37b08d0d,173.136.2.46,2019-07-04T14:48:20,McKeesport and the Mon Valley,North Versailles Township,"Wilmerding, Pennsylvania, United States",Mon Valley via Westinghouse Bridge,East End neighborhoods (Pittsburgh),,P76 - Lincoln Highway Flyer,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Daily commute,Private car,Too slow,45-54 years old,Full-time employment,North Versailles Township,Man,White,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
304,4d89c0bc-7f65-4695-bb1a-26292738d123,174.229.0.44,2019-09-21T15:20:47,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,McKeesport| Monroeville| North Versailles Township,"Twin Rivers El Sch| Forbes Hospital, 2570 Haymaker Rd, Monroeville, Pennsylvania 15146, United States| 2967 Jacks Run Road, Mckeesport, Pennsylvania 15131, United States| 1240 Denning Way, North Versailles, Pennsylvania 15137, United States",Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh),,,"7-Slower buses with windy routes, but with less need to transfer and closer bus stop spacing.",No more than once a week,Private car,Public transit is not available where I am travelling to/from| No transit service at the times I need it,65-74 years old,Unemployed,North Versailles Township,Woman,White,do the right thing for the people that are here,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
305,a9ab692e-0963-4846-a4ce-79e69834c973,184.195.203.235,2019-08-31T21:23:22,McKeesport and the Mon Valley,Duquesne| Forest Hills Borough| McKeesport| North Versailles Township| Turtle Creek Borough,Edgewood Playground| HOMESTEAD UPMC COMMUNITY LIFE CENTER| Keystone Commons| UPMC Keystone Primary Care Drs Ou and Tong| Universal Academy of Pittsburgh,Mon Valley via Forest Hills,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| The Strip (Pittsburgh),Allegheny Valley| Ohio Valley,P17 - Lincoln Park Flyer,6,"Rarely, maybe a couple times a year",Private car| Uber/Lyft,Public transit is not available where I am travelling to/from,35-44 years old,Full-time employment,North Versailles Township,Man,American Indian or Alaskan Native,,NORTH VERSAILLES,North Versailles Township,Turtle Creek Valley,55488,930,18673
306,6876d223-0bfc-43d8-89e0-1b2ed689e173,24.3.224.249,2019-06-26T20:13:26,McKeesport and the Mon Valley,Duquesne| McKeesport| North Versailles Township| Turtle Creek Borough,Homestead Apartments B | Orchard Park | Shop n Save McKeesport| Wal-Mart Super Center #2588| Zoscaks Food Market,Monroeville via 376 (P67 Corridor),Downtown (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West| Northeast Allegheny County| Upper Mon Valley,55 - Glassport| 56 - Lincoln Place| 59 - Mon Valley| 60 - Walnut Crawford Village| 61C - McKeesport - Homestead,6,Daily commute,Private car,Public transit is not available where I am travelling to/from,45-54 years old,Full-time employment,McKeesport,Woman,White,"The 61c went up on Jennylynn that was taken away many people still need transportation up on top of Mckeesport in the Grandview area, Bailie Avenue, etc.. The Crawford village/ Yester Square bus also runs less often. ",MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
307,57a64c1e-82e4-4b52-85ef-a87414914cb6,173.112.5.148,2019-08-14T20:33:23,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| East McKeesport Borough| Forest Hills Borough| McKeesport| North Versailles Township| Rankin Borough| Turtle Creek Borough| Wall Borough,"Century III Mall, 3075 Clairton Rd, West Mifflin, Pennsylvania 15122, United States| Century Square Luxury Cinema, West Mifflin, Pennsylvania 15122, United States| Walmart Drive, North Versailles, Pennsylvania 15137, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| South Hills neighborhoods (Pittsburgh)| South Side and Station Square (Pittsburgh),Airport Corridor / Parkway West| South Hills| Upper Mon Valley,55 - Glassport| 56 - Lincoln Place| 59 - Mon Valley| 61C - McKeesport - Homestead,3,Several times a week,Walking,I only use public transit,45-54 years old,Unemployed,McKeesport,Man,White,"Port authority is doing a fine job, but needs expansion. ",MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
308,74b5ca58-129b-4543-8a8a-b4ebe0785128,75.146.79.241,2019-08-21T18:53:25,McKeesport and the Mon Valley| Monroeville and Eastern Suburbs,Braddock Borough| Braddock Hills Borough| Duquesne| East McKeesport Borough| East Pittsburgh Borough| Edgewood Borough| Forest Hills Borough| McKeesport| Monroeville| Munhall Borough| North Braddock Borough| North Versailles Township| Rankin Borough| Swissvale Borough| Turtle Creek Borough| West Homestead Borough| Whitaker Borough| Wilkinsburg Borough,Ardmore Shopping Center| Braddock Hills Shopping Center| Monroeville Mall| The Waterfront| UPMC McKeesport,Mon Valley via East Busway (P7 Corridor) ,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Highland Park and surrounding neighborhoods (Pittsburgh)| Hill (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh)| North Side and North Shore (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),East Hills| North Hills / Parkway North,59 - Mon Valley,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Several times a week,Jitney| Private car| Uber/Lyft,Public transit is not available where I am travelling to/from| No transit service at the times I need it| Too slow| I usually need to carry too many things,35-44 years old,Unemployed,McKeesport,Man,Black or African American,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
309,f2d45749-fc58-4f8d-b6d3-9bb9b18b672f,128.147.28.1,2019-07-18T16:53:35,McKeesport and the Mon Valley,Duquesne| East McKeesport Borough| East Pittsburgh Borough| McKeesport| Munhall Borough| North Versailles Township,Kane Regional Center McKeesport| Renziehausen Park| Senior Care Plaza| UPMC McKeesport| UPMC McKeesport Latterman Fam Hlth Ctr,Mon Valley via Homestead (61C Corridor),Downtown (Pittsburgh)| North Side neighborhoods (Pittsburgh)| Oakland (Pittsburgh),,61C - McKeesport - Homestead,,"Rarely, maybe a couple times a year",Private car,Transit doesnt come often enough| I usually need to carry too many things,45-54 years old,Full-time employment,McKeesport,Woman,White,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
310,06aa3a6e-5469-412b-b94b-1545ecf0231b,75.146.79.241,2019-08-12T20:21:57,McKeesport and the Mon Valley,East McKeesport Borough| Homestead Borough| McKeesport| North Braddock Borough| North Versailles Township,"Rankin Christian Center, 230 3rd Ave, Rankin, Pennsylvania 15104, United States",Mon Valley via East Busway (P7 Corridor) ,Downtown (Pittsburgh),Airport Corridor / Parkway West,56 - Lincoln Place,2,"Rarely, maybe a couple times a year",Private car,Other,55-64 years old,Full-time employment,McKeesport,Woman,Black or African American,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
311,ec7d3cce-b6cb-425b-946a-bc350a7e0c1b,73.222.2.232,2019-10-03T05:15:56,McKeesport and the Mon Valley,McKeesport,,Mon Valley via East Busway (P7 Corridor) ,Downtown (Pittsburgh)| Lawrenceville (Pittsburgh)| Mount Washington and Mount Oliver (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Side and Station Square (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West| Northeast Allegheny County| South Hills,,2,Daily commute,Bicycle| Uber/Lyft| Walking,Other,35-44 years old,Full-time employment,McKeesport,Woman,Black or African American,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
312,665abbb6-4754-4927-876d-0285353e20d3,208.89.33.149,2019-07-08T19:57:21,McKeesport and the Mon Valley,Duquesne,"Kennywood, 4800 Kennywood Blvd, West Mifflin, Pennsylvania 15122, United States| CCAC South Campus, 1750 Clairton Rd, West Mifflin, Pennsylvania 15122, United States",Mon Valley via Homestead (61C Corridor),,,61C - McKeesport - Homestead,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Daily commute,Private car,No transit service at the times I need it,18-24 years old,Full-time employment,McKeesport,Man,White,Hes happy that there is a phone app and that it is reliable.,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
313,95aff092-b892-4f2e-993e-01ff3d4a5a61,71.61.123.35,2019-07-14T08:23:17,McKeesport and the Mon Valley,Homestead Borough| McKeesport,Costco #649| Save A Lot| Wal-Mart Super Center #2588,Mon Valley via Homestead (61C Corridor),Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Oakland (Pittsburgh),Airport Corridor / Parkway West| South Hills,28X - Airport Flyer| 60 - Walnut Crawford Village| 71 - Edgewood Town Center| P76 - Lincoln Highway Flyer,3,No more than once a week,Bicycle| Private car,Public transit is not available where I am travelling to/from| No transit service at the times I need it,65-74 years old,Self-Employed,McKeesport,Man,White,"Price and speed are less important to me, because I am retired and get free bus passes, but our only bus stops running at 7 PM.\n",MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
314,92c8d816-8ccd-4f1f-8c72-c1d35f373b4e,173.6.19.162,2019-09-21T14:31:21,McKeesport and the Mon Valley,Braddock Borough| North Braddock Borough| North Versailles Township,"Grant Street, Mckeesport, Pennsylvania 15132, United States| Walmart, 877 Freeport Rd, Pittsburgh, Pennsylvania 15215, United States",Mon Valley via Homestead (61C Corridor),Downtown (Pittsburgh),Airport Corridor / Parkway West,56 - Lincoln Place| 61C - McKeesport - Homestead,,Several times a week,ACCESS,Other,65-74 years old,Retired,McKeesport,Man,Black or African American,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
315,d4cca52d-b95c-4037-9930-bdc984fbfe38,208.89.33.149,2019-08-05T18:45:28,McKeesport and the Mon Valley,East McKeesport Borough| McKeesport| North Versailles Township,Carnegie Library of McKeesport| Dollar Tree| Family Dollar| Good Samaritan Thrift Store| Sally Beauty Supply,Mon Valley via Forest Hills,Downtown (Pittsburgh),Airport Corridor / Parkway West,56 - Lincoln Place,"7-Slower buses with windy routes, but with less need to transfer and closer bus stop spacing.",No more than once a week,Heritage Community Transportation| Walking,Other,45-54 years old,Unemployed,McKeesport,Man,White,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
316,f3f9569d-024c-4f1e-9193-dfdd8ec6b04d,172.58.205.66,2019-08-20T12:13:32,McKeesport and the Mon Valley,Duquesne| East McKeesport Borough| McKeesport| Munhall Borough| Whitaker Borough,McKeesport Area SHS| McKeesport Area Tech Ctr| UPMC McKeesport| UPMC McKeesport Internal Medicine Ctr| UPMC McKeesport Latterman Fam Hlth Ctr,Mon Valley via Forest Hills,Hill (Pittsburgh)| Oakland (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh)| South Side and Station Square (Pittsburgh),Airport Corridor / Parkway West,61C - McKeesport - Homestead| P1 - East Busway - All Stops,2,Several times a week,Private car,No transit service at the times I need it| Too expensive| The stops/stations are hard to get to because of bad or no sidewalks| I usually need to carry too many things| Transit isnt reliable to get me where Im going on time,35-44 years old,Full-time employment,McKeesport,Man,Black or African American,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
317,720c677c-a085-43db-a848-f0f7b21c6d91,173.6.19.162,2019-09-21T15:41:47,McKeesport and the Mon Valley,McKeesport,"9th And Liberty Bus Stop, Pittsburgh, Pennsylvania 15222, United States",Mon Valley via Homestead (61C Corridor),Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Oakland (Pittsburgh)| The Strip (Pittsburgh),Airport Corridor / Parkway West| South Hills,56 - Lincoln Place| 67 - Monroeville| 71B - Highland Park,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Daily commute,Private car,Public transit is not available where I am travelling to/from| The stops/stations are hard to get to because of bad or no sidewalks,12-17 years old,Full-time employment,McKeesport,Woman,White,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
318,30a7a045-c5d7-4c47-a9d7-1a6f88314db8,74.98.210.210,2019-08-10T16:56:15,McKeesport and the Mon Valley,East McKeesport Borough| McKeesport| North Versailles Township,,Mon Valley via East Busway (P7 Corridor) ,Downtown (Pittsburgh)| East End neighborhoods (Pittsburgh)| Mon Valley neighborhoods (Pittsburgh),,59 - Mon Valley| P7 - McKeesport Flyer,6,Several times a week,Uber/Lyft,I usually need to carry too many things,25-34 years old,Prefer Not to Answer,McKeesport,Woman,Black or African American,would like a quicker route to walmart,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
319,0821cca5-1d1f-4163-b74b-55b5fdb5d0f0,208.89.33.149,2019-07-08T19:34:35,McKeesport and the Mon Valley,Braddock Borough| East McKeesport Borough| Homestead Borough| North Versailles Township,"McKeesport Towers, 601 6th St, Mckeesport, Pennsylvania 15132, United States| Hospital Way, Mckeesport, Pennsylvania 15132, United States| Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States",Mon Valley via Keystone Commons,Downtown (Pittsburgh)| North Side and North Shore (Pittsburgh)| Oakland (Pittsburgh),Upper Mon Valley,61C - McKeesport - Homestead,"1-Faster and more direct buses, but with more transfers and wider bus stop spacing.",Several times a week,ACCESS| Heritage Community Transportation| Private car,Too expensive| Too slow| I usually need to carry too many things,55-64 years old,Unemployed,McKeesport,Man,White,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
320,36eeb0f2-32c7-4db6-8212-0562ebca0cb1,173.6.19.162,2019-09-21T14:52:29,McKeesport and the Mon Valley,Braddock Borough| Duquesne| East McKeesport Borough| East Pittsburgh Borough| Homestead Borough| Munhall Borough| North Versailles Township| Rankin Borough| Swissvale Borough| Turtle Creek Borough| West Homestead Borough,"McKeesport High School, 1960 Eden Park Blvd, Mckeesport, Pennsylvania 15132, United States| Walmart Supercenter, 100 Walmart Dr, North Versailles, Pennsylvania 15137, United States| Walnut Street, Mckeesport, Pennsylvania 15132, United States| Monroeville Mall, 200 Monroeville Mall, Monroeville, Pennsylvania 15146, United States",Mon Valley via Forest Hills,Downtown (Pittsburgh)| Lawrenceville (Pittsburgh)| North Side and North Shore (Pittsburgh)| Oakland (Pittsburgh)| Penn and Liberty Ave neighborhoods (Pittsburgh)| Shadyside and Squirrel Hill (Pittsburgh),,56 - Lincoln Place| 60 - Walnut Crawford Village| 61C - McKeesport - Homestead,2,Several times a week,Private car,Public transit is not available where I am travelling to/from| No transit service at the times I need it,55-64 years old,Part-time employment,mck,Woman,Other,,MCKEESPORT,McKeesport,Steel Rivers,46256,400,5344
